date,state,positive,negative,recovered,death,deathIncrease,negativeIncrease,positiveIncrease,total,posNeg,state_ch,state_en
3.26,ND,52,2039,0,0,0,305,13,2091,2091,北达科他州,North Dakota
3.26,NE,73,1584,0,0,0,280,12,1657,1657,内布拉斯加州,Nebraska
3.26,NH,137,3001,0,1,0,645,29,3850,3138,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
3.26,NJ,6876,13661,0,81,19,3209,2474,20537,20537,新泽西州,New Jersey
3.26,NM,112,7681,0,1,0,939,12,7793,7793,新墨西哥州,New Mexico
3.26,NV,420,4697,0,10,4,446,99,5117,5117,内华达州,Nevada
3.26,NY,37258,84846,0,385,100,12178,6447,122104,122104,纽约州,New York
3.26,OH,867,16449,0,15,5,2389,163,17316,17316,俄亥俄州,Ohio
3.26,OK,248,958,0,7,2,153,84,1206,1206,俄克拉荷马州,Oklahoma
3.26,OR,327,6953,0,11,3,2603,118,7280,7280,俄勒冈州,Oregon
3.26,PA,1687,16441,0,16,5,5248,560,18128,18128,宾夕法尼亚州,Pennsylvania
3.26,RI,165,1262,0,0,0,0,33,1608,1427,罗得岛州（罗德岛州）,Rhode Island
3.26,SC,456,2307,0,9,2,4,32,2763,2763,南卡罗来纳州,South Carolina
3.26,SD,46,1973,16,1,0,1154,5,2144,2019,南达科他州,South Dakota
3.26,TN,957,13952,0,3,0,2940,173,14909,14909,田纳西州,Tennessee
3.26,TX,1396,20028,0,18,6,7508,422,21424,21424,得克萨斯州,Texas
3.26,UT,402,7308,0,1,0,817,56,7710,7710,犹他州,Utah
3.26,VA,460,5729,0,13,4,750,69,6189,6189,弗吉尼亚州,Virginia
3.26,VT,158,1850,0,9,1,261,35,2008,2008,佛蒙特州,Vermont
3.26,WA,3822,61987,0,183,24,4058,483,65809,65809,华盛顿州,Washington
3.26,WI,707,11583,0,8,1,1494,122,12290,12290,威斯康辛州（威斯康星州）,Wisconsin
3.26,WV,51,1031,0,0,0,272,12,1101,1082,西弗吉尼亚州,Wst Virginia
3.26,WY,53,1052,12,0,0,98,9,1105,1105,怀俄明州,Wyoming
3.27,AK,69,2319,0,1,0,518,10,2401,2388,阿拉斯加州,Alaska
3.27,AL,587,4184,0,3,2,591,81,4771,4771,阿拉巴马州,Alabama
3.27,AR,381,1545,19,3,0,41,46,1926,1926,阿肯色州,Arkansas
3.27,AZ,736,7455,0,13,5,7108,159,8221,8191,亚利桑那州,Arizona
3.27,CA,3879,17380,0,78,13,0,873,78659,21259,加利福尼亚州,California
3.27,CO,1430,8692,0,24,5,1714,344,10122,10122,科罗拉多州,Colorado
3.27,CT,1291,7109,0,27,6,1484,279,8400,8400,康涅狄格州,Connecticut
3.27,DE,163,36,9,2,1,0,33,199,199,特拉华州,Delaware
3.27,FL,2765,28186,0,34,6,4445,410,32468,30951,佛罗里达州,Florida
3.27,GA,2001,7864,0,64,16,463,476,9865,9865,乔治亚州（佐治亚州）,Georgia
3.27,HI,106,4357,0,0,0,0,11,4463,4463,夏威夷州,Hawaii
3.27,IA,235,3740,18,3,2,1162,56,3975,3975,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
3.27,ID,189,2668,0,3,3,603,66,2857,2857,爱达荷州,Idaho
3.27,IL,3026,18516,0,34,8,4423,488,21542,21542,伊利诺斯州,Illinois
3.27,IN,981,5955,0,24,7,1949,336,6936,6936,印第安纳州,Indiana
3.27,KS,202,3229,0,4,1,360,34,3431,3431,堪萨斯州,Kansas
3.27,KY,248,3768,0,6,2,666,50,4016,4016,肯塔基州,Kentucky
3.27,LA,2746,18613,0,119,36,2889,441,21359,21359,路易斯安那州,Louisiana
3.27,MA,3151,26244,0,57,15,4917,833,29395,29395,马萨诸塞州（麻省、麻州）,Massachusetts
3.27,MD,774,94,25,5,1,0,194,868,868,马里兰州,Maryland
3.27,ME,168,3394,24,1,1,0,13,3562,3562,缅因州,Maine
3.27,MI,8659,12639,0,92,32,2334,892,21298,21298,密歇根州（密执安州）,Michigan
3.27,MN,398,13605,180,4,2,1001,52,14003,14003,明尼苏达州,Minnesota
3.27,MO,669,369,0,8,0,0,167,1038,1038,密苏里州,Missouri
3.27,MS,579,2560,0,8,2,269,94,3139,3139,密西西比州,Mississippi
3.27,MT,108,2590,0,0,0,462,37,2698,2698,蒙大拿州,Montana
3.27,NC,763,14373,0,3,1,2099,127,15136,15136,北卡罗来纳州,North Carolina
3.27,ND,65,2427,15,0,0,388,13,2492,2492,北达科他州,North Dakota
3.27,NE,85,1761,0,0,0,177,12,1846,1846,内布拉斯加州,Nebraska
3.27,NH,158,3395,0,1,0,394,21,4145,3553,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
3.27,NJ,8825,16547,0,108,27,2886,1949,25372,25372,新泽西州,New Jersey
3.27,NM,136,8377,0,1,0,696,24,8513,8513,新墨西哥州,New Mexico
3.27,NV,535,6161,0,10,0,1464,115,6696,6696,内华达州,Nevada
3.27,NY,44635,101118,2045,519,134,16272,7377,145753,145753,纽约州,New York
3.27,OH,1137,19012,0,19,4,2563,270,20149,20149,俄亥俄州,Ohio
3.27,OK,322,1084,0,8,1,126,74,1406,1406,俄克拉荷马州,Oklahoma
3.27,OR,414,8510,0,12,1,1557,87,8924,8924,俄勒冈州,Oregon
3.27,PA,2218,21016,0,22,6,4575,531,23234,23234,宾夕法尼亚州,Pennsylvania
3.27,RI,203,2306,0,0,0,1044,38,2647,2509,罗得岛州（罗德岛州）,Rhode Island
3.27,SC,456,2307,0,9,0,0,0,2763,2763,南卡罗来纳州,South Carolina
3.27,SD,58,2387,21,1,0,414,12,2465,2445,南达科他州,South Dakota
3.27,TN,1203,14888,0,6,3,936,246,16091,16091,田纳西州,Tennessee
3.27,TX,1731,21935,0,23,5,1907,335,23666,23666,得克萨斯州,Texas
3.27,UT,480,8764,0,2,1,1456,78,9244,9244,犹他州,Utah
3.27,VA,604,6733,0,14,1,1004,144,7337,7337,弗吉尼亚州,Virginia
3.27,VT,184,2077,0,10,1,227,26,2261,2261,佛蒙特州,Vermont
3.27,WA,4305,65887,0,199,16,3900,483,70192,70192,华盛顿州,Washington
3.27,WI,842,13140,0,13,5,1557,135,13982,13982,威斯康辛州（威斯康星州）,Wisconsin
3.27,WV,76,1779,0,0,0,748,25,1898,1855,西弗吉尼亚州,Wst Virginia
3.27,WY,70,1211,17,0,0,159,17,1281,1281,怀俄明州,Wyoming
3.28,AK,85,2836,0,2,1,517,16,2921,2921,阿拉斯加州,Alaska
3.28,AL,696,4184,0,3,0,0,109,4880,4880,阿拉巴马州,Alabama
3.28,AR,404,2938,24,5,2,1393,23,3342,3342,阿肯色州,Arkansas
3.28,AZ,873,7455,0,15,2,0,137,8349,8328,亚利桑那州,Arizona
3.28,CA,4643,20549,0,101,23,3169,764,89592,25192,加利福尼亚州,California
3.28,CO,1734,9942,0,31,7,1250,304,11676,11676,科罗拉多州,Colorado
3.28,CT,1291,7109,0,27,0,0,0,8400,8400,康涅狄格州,Connecticut
3.28,DE,214,36,9,3,1,0,51,250,250,特拉华州,Delaware
3.28,FL,3763,35366,0,54,20,7180,998,39129,39129,佛罗里达州,Florida
3.28,GA,2366,8685,0,69,5,821,365,11051,11051,乔治亚州（佐治亚州）,Georgia
3.28,HI,120,4357,0,0,0,0,14,4477,4477,夏威夷州,Hawaii
3.28,IA,298,4375,15,3,0,635,63,4673,4673,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
3.28,ID,230,3342,0,4,1,674,41,3572,3572,爱达荷州,Idaho
3.28,IL,3491,22000,0,47,13,3484,465,25491,25491,伊利诺斯州,Illinois
3.28,IN,1232,7175,0,31,7,1220,251,8407,8407,印第安纳州,Indiana
3.28,KS,261,3671,0,5,1,442,59,3932,3932,堪萨斯州,Kansas
3.28,KY,302,4821,0,8,2,1053,54,5123,5123,肯塔基州,Kentucky
3.28,LA,3315,21846,0,137,18,3233,569,25161,25161,路易斯安那州,Louisiana
3.28,MA,4158,30915,0,72,15,4671,1007,35073,35073,马萨诸塞州（麻省、麻州）,Massachusetts
3.28,MD,992,11516,0,5,0,11422,218,12508,12508,马里兰州,Maryland
3.28,ME,211,3394,36,1,0,0,43,3605,3605,缅因州,Maine
3.28,MI,9287,14183,0,92,0,1544,628,23470,23470,密歇根州（密执安州）,Michigan
3.28,MN,441,15688,220,5,1,2083,43,16129,16129,明尼苏达州,Minnesota
3.28,MO,838,10082,0,10,2,9713,169,10920,10920,密苏里州,Missouri
3.28,MS,663,2560,0,13,5,0,84,3223,3223,密西西比州,Mississippi
3.28,MT,129,3256,0,1,1,666,21,3385,3385,蒙大拿州,Montana
3.28,NC,935,16592,0,4,1,2219,172,17527,17527,北卡罗来纳州,North Carolina
3.28,ND,83,2809,16,1,1,382,18,2892,2892,北达科他州,North Dakota
3.28,NE,96,1904,0,2,2,143,11,2000,2000,内布拉斯加州,Nebraska
3.28,NH,187,3656,0,2,1,261,29,4139,3843,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
3.28,NJ,11124,19386,0,140,32,2839,2299,30510,30510,新泽西州,New Jersey
3.28,NM,191,9196,0,1,0,819,55,9387,9387,新墨西哥州,New Mexico
3.28,NV,621,7901,0,10,0,1740,86,8522,8522,内华达州,Nevada
3.28,NY,52318,103616,2726,728,209,2498,7683,155934,155934,纽约州,New York
3.28,OH,1406,19012,0,25,6,0,269,20418,20418,俄亥俄州,Ohio
3.28,OK,377,1180,0,15,7,96,55,1557,1557,俄克拉荷马州,Oklahoma
3.28,OR,479,9693,0,13,1,1183,65,10172,10172,俄勒冈州,Oregon
3.28,PA,2751,25254,0,34,12,4238,533,28005,28005,宾夕法尼亚州,Pennsylvania
3.28,RI,239,2541,0,0,0,235,36,2918,2780,罗得岛州（罗德岛州）,Rhode Island
3.28,SC,539,2408,0,13,4,101,83,2947,2947,南卡罗来纳州,South Carolina
3.28,SD,68,2592,26,1,0,205,10,2660,2660,南达科他州,South Dakota
3.28,TN,1373,16965,0,6,0,2077,170,18338,18338,田纳西州,Tennessee
3.28,TX,2052,23208,0,27,4,1273,321,25260,25260,得克萨斯州,Texas
3.28,UT,602,10710,0,2,0,1946,122,11312,11312,犹他州,Utah
3.28,VA,739,8427,0,17,3,1694,135,9166,9166,弗吉尼亚州,Virginia
3.28,VT,211,2163,0,12,2,86,27,2374,2374,佛蒙特州,Vermont
3.28,WA,4737,68202,0,220,21,2315,432,72939,72939,华盛顿州,Washington
3.28,WI,989,15232,0,13,0,2092,147,16221,16221,威斯康辛州（威斯康星州）,Wisconsin
3.28,WV,96,2331,0,0,0,552,20,2433,2427,西弗吉尼亚州,Wst Virginia
3.28,WY,82,1475,18,0,0,264,12,1557,1557,怀俄明州,Wyoming
3.29,AK,102,3232,0,2,0,396,17,3334,3334,阿拉斯加州,Alaska
3.29,AL,806,4184,0,4,1,0,110,4990,4990,阿拉巴马州,Alabama
3.29,AR,426,3027,28,6,1,89,22,3453,3453,阿肯色州,Arkansas
3.29,AZ,919,12953,0,17,2,5498,46,13872,13872,亚利桑那州,Arizona
3.29,CA,5708,20549,0,123,22,0,1065,90657,26257,加利福尼亚州,California
3.29,CO,2061,11215,0,44,13,1273,327,13276,13276,科罗拉多州,Colorado
3.29,CT,1993,9907,0,34,7,2798,702,11900,11900,康涅狄格州,Connecticut
3.29,DE,232,36,9,6,3,0,18,268,268,特拉华州,Delaware
3.29,FL,4246,39070,0,56,2,3704,483,43316,43316,佛罗里达州,Florida
3.29,GA,2651,9913,0,80,11,1228,285,12564,12564,乔治亚州（佐治亚州）,Georgia
3.29,HI,151,6849,0,0,0,2492,31,7000,7000,夏威夷州,Hawaii
3.29,IA,336,5013,17,4,1,638,38,5349,5349,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
3.29,ID,261,4021,0,5,1,679,31,4282,4282,爱达荷州,Idaho
3.29,IL,4596,23166,0,65,18,1166,1105,27762,27762,伊利诺斯州,Illinois
3.29,IN,1514,8316,0,32,1,1141,282,9830,9830,印第安纳州,Indiana
3.29,KS,319,4194,0,6,1,523,58,4513,4513,堪萨斯州,Kansas
3.29,KY,394,5147,0,9,1,326,92,5541,5541,肯塔基州,Kentucky
3.29,LA,3540,24331,0,151,14,2485,225,27871,27871,路易斯安那州,Louisiana
3.29,MA,4856,34234,0,99,27,3319,698,39090,39090,马萨诸塞州（麻省、麻州）,Massachusetts
3.29,MD,1239,12354,0,10,5,838,247,13593,13593,马里兰州,Maryland
3.29,ME,253,3394,41,3,2,0,42,3647,3647,缅因州,Maine
3.29,MI,10010,15676,0,132,40,1493,723,25686,25686,密歇根州（密执安州）,Michigan
3.29,MN,503,17154,252,9,4,1466,62,17657,17657,明尼苏达州,Minnesota
3.29,MO,838,11547,0,10,0,1465,0,12385,12385,密苏里州,Missouri
3.29,MS,758,2560,0,14,1,0,95,3318,3318,密西西比州,Mississippi
3.29,MT,154,4143,0,1,0,887,25,4297,4297,蒙大拿州,Montana
3.29,NC,1040,17905,0,4,0,1313,105,18945,18945,北卡罗来纳州,North Carolina
3.29,ND,98,3355,18,1,0,546,15,3453,3453,北达科他州,North Dakota
3.29,NE,108,1968,0,2,0,64,12,2080,2076,内布拉斯加州,Nebraska
3.29,NH,214,4524,0,2,0,868,27,5023,4738,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
3.29,NJ,13386,22216,0,161,21,2830,2262,35602,35602,新泽西州,New Jersey
3.29,NM,237,10769,2,2,1,1573,46,11006,11006,新墨西哥州,New Mexico
3.29,NV,738,8412,0,14,4,511,117,9150,9150,内华达州,Nevada
3.29,NY,59513,112847,3572,965,237,9231,7195,172360,172360,纽约州,New York
3.29,OH,1653,19012,0,29,4,0,247,20665,20665,俄亥俄州,Ohio
3.29,OK,429,1205,0,16,1,25,52,1634,1634,俄克拉荷马州,Oklahoma
3.29,OR,548,10878,0,13,0,1185,69,11426,11426,俄勒冈州,Oregon
3.29,PA,3394,30061,0,38,4,4807,643,33455,33455,宾夕法尼亚州,Pennsylvania
3.29,RI,294,2840,0,3,3,299,55,3134,3134,罗得岛州（罗德岛州）,Rhode Island
3.29,SC,774,3015,0,16,3,607,235,3789,3789,南卡罗来纳州,South Carolina
3.29,SD,90,3127,29,1,0,535,22,3218,3217,南达科他州,South Dakota
3.29,TN,1537,19037,0,7,1,2072,164,20574,20574,田纳西州,Tennessee
3.29,TX,2552,23208,0,34,7,0,500,25760,25760,得克萨斯州,Texas
3.29,UT,719,13274,0,2,0,2564,117,13993,13993,犹他州,Utah
3.29,VA,890,9719,0,22,5,1292,151,10609,10609,弗吉尼亚州,Virginia
3.29,VT,235,3466,0,12,0,1303,24,3701,3701,佛蒙特州,Vermont
3.29,WA,5121,69788,0,237,17,1586,384,74909,74909,华盛顿州,Washington
3.29,WI,1112,16550,0,13,0,1318,123,17662,17662,威斯康辛州（威斯康星州）,Wisconsin
3.29,WV,113,2705,0,0,0,374,17,2818,2818,西弗吉尼亚州,Wst Virginia
3.29,WY,86,1554,20,0,0,79,4,1640,1640,怀俄明州,Wyoming
3.3,AK,114,3540,0,3,1,308,12,3654,3654,阿拉斯加州,Alaska
3.3,AL,859,5694,0,6,2,1510,53,6553,6553,阿拉巴马州,Alabama
3.3,AR,473,5262,29,7,1,2235,47,5735,5735,阿肯色州,Arkansas
3.3,AZ,1157,15602,0,20,3,2649,238,16759,16759,亚利桑那州,Arizona
3.3,CA,6447,20549,0,133,10,0,739,91396,26996,加利福尼亚州,California
3.3,CO,2627,12737,0,51,7,1522,566,15364,15364,科罗拉多州,Colorado
3.3,CT,2571,12029,0,36,2,2122,578,14600,14600,康涅狄格州,Connecticut
3.3,DE,264,2216,9,6,0,2180,32,2480,2480,特拉华州,Delaware
3.3,FL,5473,48225,0,63,7,9155,1227,53698,53698,佛罗里达州,Florida
3.3,GA,2809,9915,0,87,7,2,158,12724,12724,乔治亚州（佐治亚州）,Georgia
3.3,HI,175,7825,0,0,0,976,24,8000,8000,夏威夷州,Hawaii
3.3,IA,424,6162,23,6,2,1149,88,6586,6586,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
3.3,ID,310,4396,0,6,1,375,49,4706,4706,爱达荷州,Idaho
3.3,IL,5057,25389,0,73,8,2223,461,30446,30446,伊利诺斯州,Illinois
3.3,IN,1786,9872,0,35,3,1556,272,11658,11658,印第安纳州,Indiana
3.3,KS,368,4554,0,8,2,360,49,4922,4922,堪萨斯州,Kansas
3.3,KY,439,5579,0,9,0,432,45,6018,6018,肯塔基州,Kentucky
3.3,LA,4025,30008,0,185,34,5677,485,34033,34033,路易斯安那州,Louisiana
3.3,MA,5653,37166,0,124,25,2932,797,42819,42819,马萨诸塞州（麻省、麻州）,Massachusetts
3.3,MD,1413,13316,0,15,5,962,174,14729,14729,马里兰州,Maryland
3.3,ME,275,3394,41,3,0,0,22,3669,3669,缅因州,Maine
3.3,MI,10901,21183,0,184,52,5507,891,32084,32084,密歇根州（密执安州）,Michigan
3.3,MN,576,18246,0,10,1,1092,73,18822,18822,明尼苏达州,Minnesota
3.3,MO,1031,13204,0,13,3,1657,193,14235,14235,密苏里州,Missouri
3.3,MS,847,2989,0,16,2,429,89,3836,3836,密西西比州,Mississippi
3.3,MT,171,4143,0,4,3,0,17,4314,4314,蒙大拿州,Montana
3.3,NC,1307,19557,0,6,2,1652,267,20864,20864,北卡罗来纳州,North Carolina
3.3,ND,109,3728,19,2,1,373,11,3837,3837,北达科他州,North Dakota
3.3,NE,145,2584,0,2,0,616,37,2734,2729,内布拉斯加州,Nebraska
3.3,NH,314,5386,0,3,1,862,100,5844,5700,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
3.3,NJ,16636,25224,0,198,37,3008,3250,41860,41860,新泽西州,New Jersey
3.3,NM,237,10942,26,2,0,173,0,11179,11179,新墨西哥州,New Mexico
3.3,NV,1008,10207,0,15,1,1795,270,11215,11215,内华达州,Nevada
3.3,NY,66497,119971,4204,1218,253,7124,6984,186468,186468,纽约州,New York
3.3,OH,1933,25342,0,39,10,6330,280,27275,27275,俄亥俄州,Ohio
3.3,OK,481,1207,0,17,1,2,52,1688,1688,俄克拉荷马州,Oklahoma
3.3,OR,606,12277,0,16,3,1399,58,12883,12883,俄勒冈州,Oregon
3.3,PA,4087,33777,0,49,11,3716,693,37864,37864,宾夕法尼亚州,Pennsylvania
3.3,RI,402,3187,0,4,1,347,108,3589,3589,罗得岛州（罗德岛州）,Rhode Island
3.3,SC,925,4160,0,18,2,1145,151,5085,5085,南卡罗来纳州,South Carolina
3.3,SD,101,3478,34,1,0,351,11,3579,3579,南达科他州,South Dakota
3.3,TN,1834,21470,0,13,6,2433,297,23304,23304,田纳西州,Tennessee
3.3,TX,2877,33003,38,34,0,9795,325,35880,35880,得克萨斯州,Texas
3.3,UT,806,15197,0,4,2,1923,87,16003,16003,犹他州,Utah
3.3,VA,1020,11018,0,25,3,1299,130,12038,12038,弗吉尼亚州,Virginia
3.3,VT,256,3674,0,12,0,208,21,3930,3930,佛蒙特州,Vermont
3.3,WA,5589,74258,0,248,11,4470,468,79847,79847,华盛顿州,Washington
3.3,WI,1221,15856,0,14,1,-694,109,17077,17077,威斯康辛州（威斯康星州）,Wisconsin
3.3,WV,126,2984,0,1,1,279,13,3110,3110,西弗吉尼亚州,Wst Virginia
3.3,WY,94,1840,24,0,0,286,8,1934,1934,怀俄明州,Wyoming
3.31,AK,119,3594,0,3,0,54,5,3713,3713,阿拉斯加州,Alaska
3.31,AL,981,6298,0,13,7,604,122,7279,7279,阿拉巴马州,Alabama
3.31,AR,523,5959,35,8,1,697,50,6482,6482,阿肯色州,Arkansas
3.31,AZ,1289,18082,0,24,4,2480,132,19371,19371,亚利桑那州,Arizona
3.31,CA,7482,21772,0,153,20,1223,1035,86654,29254,加利福尼亚州,California
3.31,CO,2627,12737,0,51,0,0,0,15364,15364,科罗拉多州,Colorado
3.31,CT,3128,13029,0,69,33,1000,557,16157,16157,康涅狄格州,Connecticut
3.31,DE,319,3696,22,10,4,1480,55,4015,4015,特拉华州,Delaware
3.31,FL,6338,54285,0,77,14,6060,865,61786,60623,佛罗里达州,Florida
3.31,GA,3929,12252,0,111,24,2337,1120,16181,16181,乔治亚州（佐治亚州）,Georgia
3.31,HI,204,8471,49,0,0,646,29,8675,8675,夏威夷州,Hawaii
3.31,IA,497,6888,33,7,1,726,73,7385,7385,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
3.31,ID,415,5297,0,7,1,901,105,5712,5712,爱达荷州,Idaho
3.31,IL,5994,29231,0,99,26,3842,937,35225,35225,伊利诺斯州,Illinois
3.31,IN,2159,11214,0,49,14,1342,373,13373,13373,印第安纳州,Indiana
3.31,KS,428,4996,0,9,1,442,60,5424,5424,堪萨斯州,Kansas
3.31,KY,480,6330,0,11,2,751,41,6810,6810,肯塔基州,Kentucky
3.31,LA,5237,33730,0,239,54,3722,1212,38967,38967,路易斯安那州,Louisiana
3.31,MA,6521,40440,0,153,29,3274,868,46961,46961,马萨诸塞州（麻省、麻州）,Massachusetts
3.31,MD,1660,14868,0,18,3,1552,247,16528,16528,马里兰州,Maryland
3.31,ME,303,6088,68,5,2,2694,28,6391,6391,缅因州,Maine
3.31,MI,11875,23979,0,259,75,2796,974,35854,35854,密歇根州（密执安州）,Michigan
3.31,MN,629,19151,0,12,2,905,53,19780,19780,明尼苏达州,Minnesota
3.31,MO,1327,14614,0,14,1,1410,296,15941,15941,密苏里州,Missouri
3.31,MS,937,3537,0,20,4,548,90,4474,4474,密西西比州,Mississippi
3.31,MT,184,4234,0,4,0,91,13,4418,4418,蒙大拿州,Montana
3.31,NC,1498,21608,0,8,2,2051,191,23106,23106,北卡罗来纳州,North Carolina
3.31,ND,126,4131,30,3,1,403,17,4257,4257,北达科他州,North Dakota
3.31,NE,172,2931,0,3,1,347,27,3111,3103,内布拉斯加州,Nebraska
3.31,NH,314,5413,0,3,0,27,0,5792,5727,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
3.31,NJ,18696,27077,0,267,69,1853,2060,45773,45773,新泽西州,New Jersey
3.31,NM,281,12246,26,4,2,1304,44,12527,12527,新墨西哥州,New Mexico
3.31,NV,1113,10681,0,17,2,474,105,11794,11794,内华达州,Nevada
3.31,NY,75795,129391,4975,1550,332,9420,9298,205186,205186,纽约州,New York
3.31,OH,2199,26992,0,55,16,1650,266,29191,29191,俄亥俄州,Ohio
3.31,OK,565,1229,0,23,6,22,84,1794,1794,俄克拉荷马州,Oklahoma
3.31,OR,690,13136,0,18,2,859,84,13826,13826,俄勒冈州,Oregon
3.31,PA,4843,37645,0,63,14,3868,756,42488,42488,宾夕法尼亚州,Pennsylvania
3.31,RI,489,3476,35,8,4,289,87,3965,3965,罗得岛州（罗德岛州）,Rhode Island
3.31,SC,1083,4616,0,22,4,456,158,5699,5699,南卡罗来纳州,South Carolina
3.31,SD,108,3609,44,1,0,131,7,3717,3717,南达科他州,South Dakota
3.31,TN,2239,25121,121,23,10,3651,405,27360,27360,田纳西州,Tennessee
3.31,TX,3266,39726,38,41,7,6723,389,42992,42992,得克萨斯州,Texas
3.31,UT,887,17626,0,5,1,2429,81,18513,18513,犹他州,Utah
3.31,VA,1250,12151,0,27,2,1133,230,13401,13401,弗吉尼亚州,Virginia
3.31,VT,293,3957,15,13,1,283,37,4250,4250,佛蒙特州,Vermont
3.31,WA,6049,78384,0,262,14,4126,460,84433,84433,华盛顿州,Washington
3.31,WI,1351,17375,0,16,2,1519,130,18726,18726,威斯康辛州（威斯康星州）,Wisconsin
3.31,WV,162,3981,0,1,0,997,36,4143,4143,西弗吉尼亚州,Wst Virginia
3.31,WY,109,1999,26,0,0,159,15,2108,2108,怀俄明州,Wyoming
4.01,AK,133,4470,0,3,0,876,14,4603,4603,阿拉斯加州,Alaska
4.01,AL,1077,6697,0,26,13,399,96,7774,7774,阿拉巴马州,Alabama
4.01,AR,584,7354,42,10,2,1395,61,7938,7938,阿肯色州,Arkansas
4.01,AZ,1413,19645,0,29,5,1563,124,21058,21058,亚利桑那州,Arizona
4.01,CA,8155,21772,0,171,18,0,673,87327,29927,加利福尼亚州,California
4.01,CO,2966,13883,0,69,18,1146,339,16849,16849,科罗拉多州,Colorado
4.01,CT,3557,13043,0,85,16,14,429,16600,16600,康涅狄格州,Connecticut
4.01,DE,368,4015,49,11,1,319,49,4383,4383,特拉华州,Delaware
4.01,FL,6955,59529,0,87,10,5244,617,67719,66484,佛罗里达州,Florida
4.01,GA,4638,15688,0,139,28,3436,709,20326,20326,乔治亚州（佐治亚州）,Georgia
4.01,HI,208,8721,58,1,1,250,4,8929,8929,夏威夷州,Hawaii
4.01,IA,549,7304,118,9,2,416,52,7853,7853,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
4.01,ID,525,6076,0,9,2,779,110,6601,6601,爱达荷州,Idaho
4.01,IL,6980,33404,0,141,42,4173,986,40384,40384,伊利诺斯州,Illinois
4.01,IN,2565,11810,0,65,16,596,406,14375,14375,印第安纳州,Indiana
4.01,KS,482,5411,0,10,1,415,54,5893,5893,堪萨斯州,Kansas
4.01,KY,591,6965,0,17,6,635,111,7556,7556,肯塔基州,Kentucky
4.01,LA,6424,39352,0,273,34,5622,1187,45776,45776,路易斯安那州,Louisiana
4.01,MA,7639,44125,0,187,34,3685,1118,51764,51764,马萨诸塞州（麻省、麻州）,Massachusetts
4.01,MD,1985,17233,0,31,13,2365,325,19218,19218,马里兰州,Maryland
4.01,ME,344,6088,80,7,2,0,41,6432,6432,缅因州,Maine
4.01,MI,12888,27237,0,337,78,3258,1013,40125,40125,密歇根州（密执安州）,Michigan
4.01,MN,689,20502,0,17,5,1351,60,21191,21191,明尼苏达州,Minnesota
4.01,MO,1581,15846,0,18,4,1232,254,17427,17427,密苏里州,Missouri
4.01,MS,1073,3712,0,22,2,175,136,4785,4785,密西西比州,Mississippi
4.01,MT,208,4710,0,5,1,476,24,4918,4918,蒙大拿州,Montana
4.01,NC,1584,24659,0,10,2,3051,86,26243,26243,北卡罗来纳州,North Carolina
4.01,ND,142,4351,34,3,0,220,16,4493,4493,北达科他州,North Dakota
4.01,NE,210,3475,0,4,1,544,38,3693,3685,内布拉斯加州,Nebraska
4.01,NH,415,5985,56,4,1,572,101,6497,6400,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
4.01,NJ,22255,30387,0,355,88,3310,3559,52642,52642,新泽西州,New Jersey
4.01,NM,315,12925,26,5,1,679,34,13240,13240,新墨西哥州,New Mexico
4.01,NV,1279,11519,0,26,9,838,166,12798,12798,内华达州,Nevada
4.01,NY,83712,137168,6142,1941,391,7777,7917,220880,220880,纽约州,New York
4.01,OH,2547,26992,0,65,10,0,348,29539,29539,俄亥俄州,Ohio
4.01,OK,719,1248,0,30,7,19,154,1967,1967,俄克拉荷马州,Oklahoma
4.01,OR,736,13136,0,18,0,0,46,13872,13872,俄勒冈州,Oregon
4.01,PA,5805,42427,0,74,11,4782,962,48232,48232,宾夕法尼亚州,Pennsylvania
4.01,RI,566,3831,35,10,2,355,77,4397,4397,罗得岛州（罗德岛州）,Rhode Island
4.01,SC,1293,5033,0,26,4,417,210,6326,6326,南卡罗来纳州,South Carolina
4.01,SD,129,3903,51,2,1,294,21,4032,4032,南达科他州,South Dakota
4.01,TN,2683,29769,137,24,1,4648,444,32452,32452,田纳西州,Tennessee
4.01,TX,3997,43860,38,58,17,4134,731,47857,47857,得克萨斯州,Texas
4.01,UT,1012,20155,0,7,2,2529,125,21167,21167,犹他州,Utah
4.01,VA,1484,13860,0,34,7,1709,234,15344,15344,弗吉尼亚州,Virginia
4.01,VT,321,4174,15,16,3,217,28,4495,4495,佛蒙特州,Vermont
4.01,WA,6540,82557,0,282,20,4173,491,89097,89097,华盛顿州,Washington
