date,state,positive,negative,recovered,death,deathIncrease,negativeIncrease,positiveIncrease,total,posNeg,state_ch,state_en
4.12,AZ,3539,38570,0,115,7,1433,146,42109,42109,亚利桑那州,Arizona
4.12,CA,21794,168534,0,651,42,15930,1179,203528,190328,加利福尼亚州,California
4.12,CO,6893,27980,0,274,24,1837,383,34873,34873,科罗拉多州,Colorado
4.12,CT,12035,29185,0,554,60,864,525,41220,41220,康涅狄格州,Connecticut
4.12,DE,1479,9624,191,33,0,0,0,11103,11103,特拉华州,Delaware
4.12,FL,19355,163398,0,465,27,8959,861,184050,182753,佛罗里达州,Florida
4.12,GA,12452,42001,0,433,5,2445,293,54453,54453,乔治亚州（佐治亚州）,Georgia
4.12,HI,486,17482,300,8,0,416,21,17968,17968,夏威夷州,Hawaii
4.12,IA,1587,16005,674,41,7,383,77,17592,17592,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
4.12,ID,1407,12901,0,27,2,533,11,14308,14308,爱达荷州,Idaho
4.12,IL,20852,79883,0,720,43,6914,1672,100735,100735,伊利诺斯州,Illinois
4.12,IN,7928,34561,0,343,13,2781,493,42489,42489,印第安纳州,Indiana
4.12,KS,1337,11916,0,56,1,841,69,13253,13253,堪萨斯州,Kansas
4.12,KY,1840,22727,464,94,4,132,147,24567,24567,肯塔基州,Kentucky
4.12,LA,20595,83450,0,840,34,6549,581,104045,104045,路易斯安那州,Louisiana
4.12,MA,25381,91463,0,1056,110,5348,2615,116844,116844,马萨诸塞州（麻省、麻州）,Massachusetts
4.12,MD,8225,41539,456,235,29,1995,531,49764,49764,马里兰州,Maryland
4.12,ME,633,6088,266,19,0,0,17,6721,6721,缅因州,Maine
4.12,MI,24638,54799,433,1487,95,2778,645,79437,79437,密歇根州（密执安州）,Michigan
4.12,MN,1621,35800,842,70,6,1823,194,37421,37421,明尼苏达州,Minnesota
4.12,MO,4160,41040,0,110,1,1892,136,45200,45200,密苏里州,Missouri
4.12,MS,2781,18632,0,96,3,0,139,21413,21413,密西西比州,Mississippi
4.12,MT,387,8526,169,6,0,322,10,8913,8913,蒙大拿州,Montana
4.12,NC,4520,57619,0,81,1,1538,208,62139,62139,北卡罗来纳州,North Carolina
4.12,ND,308,10042,121,8,1,255,15,10350,10350,北达科他州,North Dakota
4.12,NE,791,9900,0,17,0,615,91,10691,10691,内布拉斯加州,Nebraska
4.12,NH,929,9996,236,23,1,388,44,11044,10925,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
4.12,NJ,61850,64885,0,2350,167,2843,3699,126735,126735,新泽西州,New Jersey
4.12,NM,1174,27518,235,20,1,1511,83,28692,28692,新墨西哥州,New Mexico
4.12,NV,2836,21775,0,112,10,888,136,24611,24611,内华达州,Nevada
4.12,NY,188694,272907,23887,9385,758,12385,8236,461601,461601,纽约州,New York
4.12,OH,6604,56639,0,253,6,2418,354,63243,63243,俄亥俄州,Ohio
4.12,OK,1970,20790,865,96,2,0,102,22760,22760,俄克拉荷马州,Oklahoma
4.12,OR,1527,28231,0,52,4,2378,156,29758,29758,俄勒冈州,Oregon
4.12,PA,22833,102057,0,507,13,3559,1178,124890,124890,宾夕法尼亚州,Pennsylvania
4.12,RI,2665,17685,35,63,7,1827,316,20350,20350,罗得岛州（罗德岛州）,Rhode Island
4.12,SC,3319,28106,0,82,2,1220,112,31425,31425,南卡罗来纳州,South Carolina
4.12,SD,730,7823,197,6,0,445,104,8553,8553,南达科他州,South Dakota
4.12,TN,5308,65369,1504,101,0,3655,194,70677,70677,田纳西州,Tennessee
4.12,TX,13484,111049,2014,271,17,3077,923,124533,124533,得克萨斯州,Texas
4.12,UT,2303,41931,0,18,0,1591,97,44234,44234,犹他州,Utah
4.12,VA,5274,34711,0,141,11,1789,197,40506,39985,弗吉尼亚州,Virginia
4.12,VT,727,9114,15,27,2,567,16,9841,9841,佛蒙特州,Vermont
4.12,WA,10398,119533,0,509,15,1297,236,129931,129931,华盛顿州,Washington
4.12,WI,3341,35916,0,144,7,1236,128,39257,39257,威斯康辛州（威斯康星州）,Wisconsin
4.12,WV,611,15646,83,8,3,771,34,16257,16257,西弗吉尼亚州,Wst Virginia
4.12,WY,261,5198,137,0,0,0,0,5459,5459,怀俄明州,Wyoming
4.13,AK,277,7553,85,8,0,-213,5,7830,7830,阿拉斯加州,Alaska
4.13,AL,3734,25448,0,99,6,7390,209,29182,29182,阿拉巴马州,Alabama
4.13,AR,1410,19394,391,30,3,952,130,20804,20804,阿肯色州,Arkansas
4.13,AZ,3702,39645,0,122,7,1075,163,43347,43347,亚利桑那州,Arizona
4.13,CA,22348,168534,0,687,36,0,554,204082,190882,加利福尼亚州,California
4.13,CO,7684,29850,0,304,30,1870,791,37534,37534,科罗拉多州,Colorado
4.13,CT,13381,30928,0,602,48,1743,1346,44309,44309,康涅狄格州,Connecticut
4.13,DE,1625,10195,213,35,2,571,146,11820,11820,特拉华州,Delaware
4.13,FL,20601,175606,0,483,18,12208,1246,197996,196207,佛罗里达州,Florida
4.13,GA,13315,43706,0,464,31,1705,863,57021,57021,乔治亚州（佐治亚州）,Georgia
4.13,HI,499,18345,310,9,1,863,13,18844,18844,夏威夷州,Hawaii
4.13,IA,1710,16986,741,43,2,981,123,18696,18696,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
4.13,ID,1426,13455,0,27,0,554,19,14881,14881,爱达荷州,Idaho
4.13,IL,22025,83743,0,794,74,3860,1173,105768,105768,伊利诺斯州,Illinois
4.13,IN,8236,36303,0,350,7,1742,308,44539,44539,印第安纳州,Indiana
4.13,KS,1376,12488,0,62,6,572,39,13864,13864,堪萨斯州,Kansas
4.13,KY,1963,23903,607,97,3,1176,123,25866,25866,肯塔基州,Kentucky
4.13,LA,21016,87075,0,884,44,3625,421,108091,108091,路易斯安那州,Louisiana
4.13,MA,26794,95500,0,1211,155,4037,1413,122294,122294,马萨诸塞州（麻省、麻州）,Massachusetts
4.13,MD,8936,42815,603,262,27,1276,711,51751,51751,马里兰州,Maryland
4.13,ME,698,11608,273,19,0,5520,65,12306,12306,缅因州,Maine
4.13,MI,25635,57009,447,1602,115,2210,997,82644,82644,密歇根州（密执安州）,Michigan
4.13,MN,1650,36777,842,70,0,977,29,38427,38427,明尼苏达州,Minnesota
4.13,MO,4388,41040,0,114,4,0,228,45428,45428,密苏里州,Missouri
4.13,MS,2942,28042,0,98,2,9410,161,30984,30984,密西西比州,Mississippi
4.13,MT,394,8704,171,7,1,178,7,9098,9098,蒙大拿州,Montana
4.13,NC,4816,58572,0,86,5,953,296,63388,63388,北卡罗来纳州,North Carolina
4.13,ND,331,10450,127,8,0,408,23,10781,10781,北达科他州,North Dakota
4.13,NE,814,10158,0,17,0,258,23,10972,10972,内布拉斯加州,Nebraska
4.13,NH,985,10222,239,23,0,226,56,11332,11207,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
4.13,NJ,64584,64885,0,2443,93,0,2734,129469,129469,新泽西州,New Jersey
4.13,NM,1245,29270,295,26,6,1752,71,30515,30515,新墨西哥州,New Mexico
4.13,NV,2971,22493,0,114,2,718,135,25464,25464,内华达州,Nevada
4.13,NY,195031,283326,23887,10056,671,10419,6337,478357,478357,纽约州,New York
4.13,OH,6975,58137,0,274,21,1498,371,65112,65112,俄亥俄州,Ohio
4.13,OK,2069,20790,865,99,3,0,99,22859,22859,俄克拉荷马州,Oklahoma
4.13,OR,1584,29537,0,53,1,1306,57,31121,31121,俄勒冈州,Oregon
4.13,PA,24199,105593,0,524,17,3536,1366,129792,129792,宾夕法尼亚州,Pennsylvania
4.13,RI,2976,17685,135,73,10,0,311,20661,20661,罗得岛州（罗德岛州）,Rhode Island
4.13,SC,3319,28106,0,82,0,0,0,31425,31425,南卡罗来纳州,South Carolina
4.13,SD,868,8134,207,6,0,311,138,9002,9002,南达科他州,South Dakota
4.13,TN,5610,70585,1671,109,8,5216,302,76195,76195,田纳西州,Tennessee
4.13,TX,13906,119320,2269,287,16,8271,422,133226,133226,得克萨斯州,Texas
4.13,UT,2363,43424,218,18,0,1493,60,45787,45787,犹他州,Utah
4.13,VA,5747,35654,0,149,8,943,473,41874,41401,弗吉尼亚州,Virginia
4.13,VT,748,9618,15,28,1,504,21,10366,10366,佛蒙特州,Vermont
4.13,WA,10587,123281,0,526,17,3748,189,133868,133868,华盛顿州,Washington
4.13,WI,3428,36769,0,154,10,853,87,40470,40197,威斯康辛州（威斯康星州）,Wisconsin
4.13,WV,626,16029,85,9,1,383,15,16655,16655,西弗吉尼亚州,Wst Virginia
4.13,WY,275,5689,138,1,1,491,14,5964,5964,怀俄明州,Wyoming
4.14,AK,285,8063,98,9,1,510,8,8348,8348,阿拉斯加州,Alaska
4.14,AL,3876,29241,0,110,11,3793,142,33117,33117,阿拉巴马州,Alabama
4.14,AR,1480,19651,427,30,0,257,70,21131,21131,阿肯色州,Arkansas
4.14,AZ,3806,40290,249,131,9,645,104,44096,44096,亚利桑那州,Arizona
4.14,CA,23338,178870,0,758,71,10336,990,215408,202208,加利福尼亚州,California
4.14,CO,7691,31051,0,308,4,1201,7,38742,38742,科罗拉多州,Colorado
4.14,CT,13989,31852,0,671,69,924,608,45841,45841,康涅狄格州,Connecticut
4.14,DE,1761,10543,277,41,6,348,136,12304,12304,特拉华州,Delaware
4.14,FL,21367,181813,0,537,54,6207,766,204455,203180,佛罗里达州,Florida
4.14,GA,14223,47572,0,501,37,3866,908,61795,61795,乔治亚州（佐治亚州）,Georgia
4.14,HI,504,18916,315,9,0,571,5,19420,19420,夏威夷州,Hawaii
4.14,IA,1899,16986,741,49,6,0,189,18885,18885,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
4.14,ID,1453,13661,0,33,6,206,27,15114,15114,爱达荷州,Idaho
4.14,IL,23247,87369,0,868,74,3626,1222,110616,110616,伊利诺斯州,Illinois
4.14,IN,8527,37490,0,388,38,1187,291,46017,46017,印第安纳州,Indiana
4.14,KS,1426,12721,0,69,7,233,50,14147,14147,堪萨斯州,Kansas
4.14,KY,2048,24635,629,104,7,732,85,26683,26683,肯塔基州,Kentucky
4.14,LA,21518,96904,0,1013,129,9829,502,118422,118422,路易斯安那州,Louisiana
4.14,MA,28109,98820,0,1329,118,3320,1315,126929,126929,马萨诸塞州（麻省、麻州）,Massachusetts
4.14,MD,9472,44261,607,302,40,1446,536,53733,53733,马里兰州,Maryland
4.14,ME,734,11608,292,20,1,0,36,12342,12342,缅因州,Maine
4.14,MI,27001,59225,452,1768,166,2216,1366,86226,86226,密歇根州（密执安州）,Michigan
4.14,MN,1695,37546,909,79,9,769,45,39241,39241,明尼苏达州,Minnesota
4.14,MO,4686,43292,0,133,19,2252,298,47978,47978,密苏里州,Missouri
4.14,MS,3087,34791,0,111,13,6749,145,37878,37878,密西西比州,Mississippi
4.14,MT,399,8835,197,7,0,131,5,9234,9234,蒙大拿州,Montana
4.14,NC,5024,60015,0,108,22,1443,208,65039,65039,北卡罗来纳州,North Carolina
4.14,ND,341,10575,138,9,1,125,10,10916,10916,北达科他州,North Dakota
4.14,NE,871,10486,0,18,1,328,57,11357,11357,内布拉斯加州,Nebraska
4.14,NH,1020,10590,249,23,0,368,35,11635,11610,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
4.14,NJ,68824,70950,0,2805,362,6065,4240,139774,139774,新泽西州,New Jersey
4.14,NM,1345,30625,304,31,5,1355,100,31970,31970,新墨西哥州,New Mexico
4.14,NV,3088,23573,0,120,6,1080,117,26661,26661,内华达州,Nevada
4.14,NY,202208,296935,25589,10834,778,13609,7177,499143,499143,纽约州,New York
4.14,OH,7280,60721,0,324,50,2584,305,68001,68001,俄亥俄州,Ohio
4.14,OK,2184,26085,1060,108,9,5295,115,28269,28269,俄克拉荷马州,Oklahoma
4.14,OR,1633,30730,0,55,2,1193,49,32363,32363,俄勒冈州,Oregon
4.14,PA,25345,108286,0,584,60,2693,1146,133631,133631,宾夕法尼亚州,Pennsylvania
4.14,RI,3251,19649,135,80,7,1964,275,22900,22900,罗得岛州（罗德岛州）,Rhode Island
4.14,SC,3553,30319,0,97,15,2213,234,33872,33872,南卡罗来纳州,South Carolina
4.14,SD,988,8308,261,6,0,174,120,9296,9296,南达科他州,South Dakota
4.14,TN,5823,73008,1969,124,15,2423,213,78831,78831,田纳西州,Tennessee
4.14,TX,14624,131843,2580,318,31,12523,718,146467,146467,得克萨斯州,Texas
4.14,UT,2412,44064,218,19,1,640,49,46476,46476,犹他州,Utah
4.14,VA,6171,36592,721,154,5,938,424,43232,42763,弗吉尼亚州,Virginia
4.14,VT,752,9833,15,29,1,215,4,10585,10585,佛蒙特州,Vermont
4.14,WA,10789,127109,0,542,16,3828,202,137898,137898,华盛顿州,Washington
4.14,WI,3555,37997,0,170,16,1228,127,41829,41552,威斯康辛州（威斯康星州）,Wisconsin
4.14,WV,640,16398,147,9,0,369,14,17038,17038,西弗吉尼亚州,Wst Virginia
4.14,WY,275,5689,140,1,0,0,0,5964,5964,怀俄明州,Wyoming
4.15,AK,293,8371,106,9,0,308,8,8664,8664,阿拉斯加州,Alaska
4.15,AL,4113,29964,0,121,11,723,237,34077,34077,阿拉巴马州,Alabama
4.15,AR,1569,20265,489,33,3,614,89,21834,21834,阿肯色州,Arkansas
4.15,AZ,3962,41348,385,142,11,1058,156,45310,45310,亚利桑那州,Arizona
4.15,CA,24424,192062,0,821,63,13192,1086,229686,216486,加利福尼亚州,California
4.15,CO,7941,31639,0,329,21,588,250,39580,39580,科罗拉多州,Colorado
4.15,CT,14755,35388,0,868,197,3536,766,50143,50143,康涅狄格州,Connecticut
4.15,DE,2014,11088,354,46,5,545,253,13102,13102,特拉华州,Delaware
4.15,FL,22511,190998,0,609,72,9185,1144,214844,213509,佛罗里达州,Florida
4.15,GA,14987,49103,0,552,51,1531,764,64090,64090,乔治亚州（佐治亚州）,Georgia
4.15,HI,517,19286,333,9,0,370,13,19803,19803,夏威夷州,Hawaii
4.15,IA,1995,17874,908,53,4,888,96,19869,19869,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
4.15,ID,1464,13934,0,39,6,273,11,15398,15398,爱达荷州,Idaho
4.15,IL,24593,92336,0,948,80,4967,1346,116929,116929,伊利诺斯州,Illinois
4.15,IN,8955,39441,0,436,48,1951,428,48396,48396,印第安纳州,Indiana
4.15,KS,1494,13174,0,76,7,453,68,14668,14668,堪萨斯州,Kansas
4.15,KY,2210,25487,653,115,11,852,162,27697,27697,肯塔基州,Kentucky
4.15,LA,21951,99977,0,1103,90,3073,433,121928,121928,路易斯安那州,Louisiana
4.15,MA,29970,102790,0,1502,173,3970,1861,132760,132760,马萨诸塞州（麻省、麻州）,Massachusetts
4.15,MD,10032,45731,607,413,111,1470,560,55763,55763,马里兰州,Maryland
4.15,ME,770,14076,305,24,4,2468,36,14846,14846,缅因州,Maine
4.15,MI,28059,61638,452,1921,153,2413,1058,89697,89697,密歇根州（密执安州）,Michigan
4.15,MN,1809,38433,940,87,8,887,114,40242,40242,明尼苏达州,Minnesota
4.15,MO,4895,44117,0,147,14,825,209,49012,49012,密苏里州,Missouri
4.15,MS,3360,34791,0,122,11,0,273,38151,38151,密西西比州,Mississippi
4.15,MT,404,9179,209,7,0,344,5,9583,9583,蒙大拿州,Montana
4.15,NC,5123,62704,0,117,9,2689,99,67827,67827,北卡罗来纳州,North Carolina
4.15,ND,365,10952,142,9,0,377,24,11317,11317,北达科他州,North Dakota
4.15,NE,901,10828,0,20,2,342,30,11729,11729,内布拉斯加州,Nebraska
4.15,NH,1139,11027,365,32,9,437,119,12287,12166,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
4.15,NJ,71030,72991,0,3156,351,2041,2206,144021,144021,新泽西州,New Jersey
4.15,NM,1407,31443,340,36,5,818,62,32850,32850,新墨西哥州,New Mexico
4.15,NV,3211,24444,0,131,11,871,123,27655,27655,内华达州,Nevada
4.15,NY,213779,312233,28004,11586,752,15298,11571,526012,526012,纽约州,New York
4.15,OH,7791,63761,0,361,37,3040,511,71552,71552,俄亥俄州,Ohio
4.15,OK,2263,26956,1115,123,15,871,79,29219,29219,俄克拉荷马州,Oklahoma
4.15,OR,1663,31688,0,58,3,958,30,33351,33351,俄勒冈州,Oregon
4.15,PA,26490,111094,0,647,63,2808,1145,137584,137584,宾夕法尼亚州,Pennsylvania
4.15,RI,3529,22368,168,87,7,2719,278,25897,25897,罗得岛州（罗德岛州）,Rhode Island
4.15,SC,3656,31077,0,107,10,758,103,34733,34733,南卡罗来纳州,South Carolina
4.15,SD,1168,8691,329,6,0,383,180,9859,9859,南达科他州,South Dakota
4.15,TN,6079,74817,2196,135,11,1809,256,80896,80896,田纳西州,Tennessee
4.15,TX,15492,136318,3150,364,46,4475,868,151810,151810,得克萨斯州,Texas
4.15,UT,2542,45072,218,20,1,1008,130,47614,47614,犹他州,Utah
4.15,VA,6500,37669,752,195,41,1077,329,44665,44169,弗吉尼亚州,Virginia
4.15,VT,759,10322,15,30,1,489,7,11081,11081,佛蒙特州,Vermont
4.15,WA,11100,130828,0,551,9,3719,311,141928,141928,华盛顿州,Washington
4.15,WI,3721,39326,0,182,12,1329,166,43327,43047,威斯康辛州（威斯康星州）,Wisconsin
4.15,WV,702,16954,211,10,1,556,62,17656,17656,西弗吉尼亚州,Wst Virginia
4.15,WY,287,6042,129,2,1,353,12,6329,6329,怀俄明州,Wyoming
4.16,AK,300,8435,110,9,0,64,7,8735,8735,阿拉斯加州,Alaska
4.16,AL,4345,32046,0,133,12,2082,232,36391,36391,阿拉巴马州,Alabama
4.16,AR,1620,21055,548,37,4,790,51,22675,22675,阿肯色州,Arkansas
4.16,AZ,4234,43164,460,150,8,1816,272,47398,47398,亚利桑那州,Arizona
4.16,CA,26182,220218,0,890,69,28156,1758,259600,246400,加利福尼亚州,California
4.16,CO,8280,32253,0,357,28,614,339,40533,40533,科罗拉多州,Colorado
4.16,CT,15884,37238,0,971,103,1850,1129,53122,53122,康涅狄格州,Connecticut
4.16,DE,2075,11275,378,52,6,187,61,13350,13350,特拉华州,Delaware
4.16,FL,22897,196351,0,646,37,5353,386,220573,219248,佛罗里达州,Florida
4.16,GA,15669,52270,0,587,35,3167,682,67939,67939,乔治亚州（佐治亚州）,Georgia
4.16,HI,530,20170,359,9,0,884,13,20700,20700,夏威夷州,Hawaii
4.16,IA,2141,18534,987,60,7,660,146,20675,20675,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
4.16,ID,1587,14244,0,41,2,310,123,15831,15831,爱达荷州,Idaho
4.16,IL,25733,96856,0,1072,124,4520,1140,122589,122589,伊利诺斯州,Illinois
4.16,IN,9542,41573,0,477,41,2132,587,51115,51115,印第安纳州,Indiana
4.16,KS,1588,14534,0,80,4,1360,94,16122,16122,堪萨斯州,Kansas
4.16,KY,2291,26033,862,122,7,546,81,28324,28324,肯塔基州,Kentucky
4.16,LA,22532,104054,0,1156,53,4077,581,126586,126586,路易斯安那州,Louisiana
4.16,MA,32492,110098,0,1667,165,7308,2522,142590,142590,马萨诸塞州（麻省、麻州）,Massachusetts
4.16,MD,10784,48059,736,459,46,2328,752,58843,58843,马里兰州,Maryland
4.16,ME,796,14076,333,27,3,0,26,14872,14872,缅因州,Maine
4.16,MI,29263,65023,617,2093,172,3385,1204,94286,94286,密歇根州（密执安州）,Michigan
4.16,MN,1912,39763,1020,94,7,1330,103,41675,41675,明尼苏达州,Minnesota
4.16,MO,5111,45537,0,152,5,1420,216,50648,50648,密苏里州,Missouri
4.16,MS,3624,34791,0,129,7,0,264,38415,38415,密西西比州,Mississippi
4.16,MT,415,9521,218,7,0,342,11,9936,9936,蒙大拿州,Montana
4.16,NC,5465,65452,0,131,14,2748,342,70917,70917,北卡罗来纳州,North Carolina
4.16,ND,393,11311,163,9,0,359,28,11704,11704,北达科他州,North Dakota
4.16,NE,952,11342,0,21,1,514,51,12294,12294,内布拉斯加州,Nebraska
4.16,NH,1139,11027,365,32,0,0,0,12287,12166,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
4.16,NJ,75317,76513,0,3518,362,3522,4287,151830,151830,新泽西州,New Jersey
4.16,NM,1484,31910,353,36,0,467,77,33394,33394,新墨西哥州,New Mexico
4.16,NV,3321,25130,0,137,6,686,110,28451,28451,内华达州,Nevada
4.16,NY,222284,328295,30800,12192,606,16062,8505,550579,550579,纽约州,New York
4.16,OH,8414,66426,0,389,28,2665,623,74840,74840,俄亥俄州,Ohio
4.16,OK,2357,28542,1240,131,8,1586,94,30899,30899,俄克拉荷马州,Oklahoma
4.16,OR,1736,33202,0,64,6,1514,73,34938,34938,俄勒冈州,Oregon
4.16,PA,27735,113735,0,707,60,2641,1245,141470,141470,宾夕法尼亚州,Pennsylvania
4.16,RI,3838,24226,182,105,18,1858,309,28064,28064,罗得岛州（罗德岛州）,Rhode Island
4.16,SC,3656,31077,0,107,0,0,0,34733,34733,南卡罗来纳州,South Carolina
4.16,SD,1311,9239,373,7,1,548,143,10552,10550,南达科他州,South Dakota
4.16,TN,6262,78787,2786,141,6,3970,183,85049,85049,田纳西州,Tennessee
4.16,TX,16455,142092,3677,393,29,5774,963,158547,158547,得克萨斯州,Texas
4.16,UT,2683,46995,357,21,1,1923,141,49678,49678,犹他州,Utah
4.16,VA,6889,39555,951,208,13,1886,389,46981,46444,弗吉尼亚州,Virginia
4.16,VT,768,10739,15,35,5,417,9,11507,11507,佛蒙特州,Vermont
4.16,WA,11343,134751,0,571,20,3923,243,146094,146094,华盛顿州,Washington
4.16,WI,3875,40974,0,197,15,1648,154,45067,44849,威斯康辛州（威斯康星州）,Wisconsin
4.16,WV,739,17567,223,13,3,613,37,18306,18306,西弗吉尼亚州,Wst Virginia
4.16,WY,296,6131,148,2,0,89,9,6427,6427,怀俄明州,Wyoming
4.17,AK,309,9141,128,9,0,706,9,9450,9450,阿拉斯加州,Alaska
4.17,AL,4530,33318,0,144,11,1272,185,37848,37848,阿拉巴马州,Alabama
4.17,AR,1695,21799,593,37,0,744,75,23494,23494,阿肯色州,Arkansas
4.17,AZ,4507,44723,539,169,19,1559,273,49230,49230,亚利桑那州,Arizona
4.17,CA,27528,224086,0,985,95,3868,1346,258814,251614,加利福尼亚州,California
4.17,CO,8675,33155,0,374,17,902,395,41830,41830,科罗拉多州,Colorado
4.17,CT,16809,38653,0,1036,65,1415,925,55462,55462,康涅狄格州,Connecticut
4.17,DE,2323,11694,423,61,9,419,248,14017,14017,特拉华州,Delaware
4.17,FL,24119,210718,0,699,53,14367,1222,236122,234837,佛罗里达州,Florida
4.17,GA,17194,54490,0,650,63,2220,1525,71684,71684,乔治亚州（佐治亚州）,Georgia
4.17,HI,541,21316,374,9,0,1146,11,21857,21857,夏威夷州,Hawaii
4.17,IA,2332,19460,1007,64,4,926,191,21792,21792,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
4.17,ID,1609,14574,390,41,0,330,22,16183,16183,爱达荷州,Idaho
4.17,IL,27575,102588,0,1134,62,5732,1842,130163,130163,伊利诺斯州,Illinois
4.17,IN,10154,44631,0,519,42,3058,612,54785,54785,印第安纳州,Indiana
4.17,KS,1705,15196,0,84,4,662,117,16901,16901,堪萨斯州,Kansas
4.17,KY,2429,27318,956,129,7,1285,138,29747,29747,肯塔基州,Kentucky
4.17,LA,23118,108869,0,1213,57,4815,586,131987,131987,路易斯安那州,Louisiana
4.17,MA,35125,117195,0,1822,155,7097,2633,152320,152320,马萨诸塞州（麻省、麻州）,Massachusetts
4.17,MD,11572,50437,736,494,35,2378,788,62009,62009,马里兰州,Maryland
4.17,ME,827,14076,352,29,2,0,31,14903,14903,缅因州,Maine
4.17,MI,30023,68936,629,2227,134,3913,760,98959,98959,密歇根州（密执安州）,Michigan
4.17,MN,2071,40982,1066,111,17,1219,159,43053,43053,明尼苏达州,Minnesota
4.17,MO,5283,46434,0,165,13,897,172,51717,51717,密苏里州,Missouri
4.17,MS,3793,34791,0,140,11,0,169,38584,38584,密西西比州,Mississippi
4.17,MT,422,9822,233,8,1,301,7,10244,10244,蒙大拿州,Montana
4.17,NC,5859,67122,0,152,21,1670,394,72981,72981,北卡罗来纳州,North Carolina
4.17,ND,439,11903,172,9,0,592,46,12342,12342,北达科他州,North Dakota
4.17,NE,1066,12038,0,24,3,696,114,13104,13104,内布拉斯加州,Nebraska
4.17,NH,1287,11421,455,37,5,394,148,12882,12708,新罕布什尔州（新罕布夏州）,New Hampshire Hampshire
4.17,NJ,78467,78982,0,3840,322,2469,3150,157449,157449,新泽西州,New Jersey
4.17,NM,1597,32891,353,44,8,981,113,34488,34488,新墨西哥州,New Mexico
4.17,NV,3524,26238,0,142,5,1108,203,29762,29762,内华达州,Nevada
4.17,NY,229642,343581,33392,12822,630,15286,7358,573223,573223,纽约州,New York
4.17,OH,9107,68819,0,418,29,2393,693,77926,77926,俄亥俄州,Ohio
4.17,OK,2465,31155,1331,136,5,2613,108,33620,33620,俄克拉荷马州,Oklahoma
4.17,OR,1785,34536,0,70,6,1334,49,36321,36321,俄勒冈州,Oregon
4.17,PA,29441,117932,0,756,49,4197,1706,147373,147373,宾夕法尼亚州,Pennsylvania
4.17,RI,4177,26584,196,118,13,2358,339,30761,30761,罗得岛州（罗德岛州）,Rhode Island
4.17,SC,3931,32353,0,109,2,1276,275,36284,36284,南卡罗来纳州,South Carolina
4.17,SD,1411,9651,457,7,0,412,100,11062,11062,南达科他州,South Dakota
4.17,TN,6589,80684,3017,142,1,1897,327,87273,87273,田纳西州,Tennessee
4.17,TX,17371,152165,4190,428,35,10073,916,169536,169536,得克萨斯州,Texas
4.17,UT,2805,52966,443,23,2,5971,122,55771,55771,犹他州,Utah
4.17,VA,7491,41506,1110,231,23,1951,602,49496,48997,弗吉尼亚州,Virginia
4.17,VT,779,11337,15,35,0,598,11,12116,12116,佛蒙特州,Vermont
4.17,WA,11673,138771,0,585,14,4020,330,150444,150444,华盛顿州,Washington
4.17,WI,4045,42365,0,205,8,1391,170,46608,46410,威斯康辛州（威斯康星州）,Wisconsin
4.17,WV,754,17927,223,13,0,360,15,18681,18681,西弗吉尼亚州,Wst Virginia
4.17,WY,296,6131,148,2,0,0,0,6427,6427,怀俄明州,Wyoming
4.18,AK,314,9341,147,9,0,200,5,9655,9655,阿拉斯加州,Alaska
4.18,AL,4655,37883,0,146,2,4565,125,42538,42538,阿拉巴马州,Alabama
4.18,AR,1739,22402,703,38,1,603,44,24141,24141,阿肯色州,Arkansas
4.18,AZ,4719,46326,539,177,8,1603,212,51045,51045,亚利桑那州,Arizona
4.18,CA,28963,230703,0,1072,87,6617,1435,266866,259666,加利福尼亚州,California
4.18,CO,9047,34260,0,391,17,1105,372,43307,43307,科罗拉多州,Colorado
4.18,CT,16809,38653,0,1036,0,0,0,55462,55462,康涅狄格州,Connecticut
4.18,DE,2323,11694,423,61,0,0,0,14017,14017,特拉华州,Delaware
4.18,FL,25269,221258,0,754,55,10540,1150,246527,246527,佛罗里达州,Florida
4.18,GA,17669,56539,0,673,23,2049,475,74208,74208,乔治亚州（佐治亚州）,Georgia
4.18,HI,553,21790,390,9,0,474,12,22343,22343,夏威夷州,Hawaii
4.18,IA,2513,20434,1095,74,10,974,181,22947,22947,爱荷华州（艾奥瓦州）（衣阿华州）,Iowa
4.18,ID,1655,14954,453,43,2,380,46,16609,16609,爱达荷州,Idaho
4.18,IL,29160,108244,0,1259,125,5656,1585,137404,137404,伊利诺斯州,Illinois
4.18,IN,10641,46232,0,545,26,1601,487,56873,56873,印第安纳州,Indiana
4.18,KS,1790,15886,0,86,2,690,85,17676,17676,堪萨斯州,Kansas
4.18,KY,2522,28074,979,137,8,756,93,30596,30596,肯塔基州,Kentucky
4.18,LA,23580,114419,0,1267,54,5550,462,137999,137999,路易斯安那州,Louisiana
